Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:878(_ppf)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:896(planck_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:970(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1666(_ShapeInfo)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1706(rv_continuous)
      120    0.001    0.000    0.058    0.000 _distn_infrastructure.py:1900(__init__)
      120    0.000    0.000    0.008    0.000 _distn_infrastructure.py:1966(_attach_methods)
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1988(_updated_ctor_param)
        6    0.000    0.000    0.001    0.000 _distn_infrastructure.py:2319(ppf)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:275(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3036(rv_discrete)
       22    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3169(__new__)
       22    0.000    0.000    0.010    0.000 _distn_infrastructure.py:3180(__init__)
       22    0.000    0.000    0.002    0.000 _distn_infrastructure.py:3223(_attach_methods)
       22    0.000    0.000    0.006    0.000 _distn_infrastructure.py:3245(_construct_docstrings)
        3    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3275(_updated_ctor_param)
     1821    0.003    0.000    0.073    0.000 _distn_infrastructure.py:3327(rvs)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:356(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3598(ppf)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3866(rv_sample)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:4033(get_distribution_names)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:433(rv_frozen)
       16    0.000    0.000    0.008    0.000 _distn_infrastructure.py:435(__init__)
       16    0.000    0.000    0.000    0.000 _distn_infrastructure.py:449(random_state)
        7    0.000    0.000    0.001    0.000 _distn_infrastructure.py:459(ppf)
     3647    0.005    0.000    0.173    0.000 _distn_infrastructure.py:465(rvs)
        1    0.000    0.000    0.039    0.039 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:518(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:527(rv_continuous_frozen)
       19    0.000    0.000    0.000    0.000 _distn_infrastructure.py:536(argsreduce)
        7    0.000    0.000    0.000    0.000 _distn_infrastructure.py:581(<listcomp>)
       12    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(<listcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:603(rv_generic)
      142    0.000    0.000    0.006    0.000 _distn_infrastructure.py:608(__init__)
      142    0.000    0.000    0.009    0.000 _distn_infrastructure.py:660(_attach_argparser_methods)
      142    0.001    0.000    0.010    0.000 _distn_infrastructure.py:674(_construct_argparser)
      142    0.001    0.000    0.040    0.000 _distn_infrastructure.py:755(_construct_doc)
      298    0.000    0.000    0.000    0.000 _distn_infrastructure.py:763(<genexpr>)
       16    0.000    0.000    0.008    0.000 _distn_infrastructure.py:808(freeze)
       16    0.000    0.000    0.008    0.000 _distn_infrastructure.py:828(__call__)
     3647    0.015    0.000    0.067    0.000 _distn_infrastructure.py:847(_argcheck_rvs)
     9115    0.001    0.000    0.001    0.000 _distn_infrastructure.py:861(squeeze_left)
     3647    0.002    0.000    0.004    0.000 _distn_infrastructure.py:877(<listcomp>)
     3647    0.001    0.000    0.001    0.000 _distn_infrastructure.py:906(<listcomp>)
     1832    0.000    0.000    0.000    0.000 _distn_infrastructure.py:922(_argcheck)
       23    0.000    0.000    0.000    0.000 _distn_infrastructure.py:934(_get_support)
     3647    0.033    0.000    0.164    0.000 _distn_infrastructure.py:996(rvs)
        1    0.000    0.000    0.000    0.000 _distr_params.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _docscrape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docscrape.py:101(ParseError)
        1    0.000    0.000    0.001    0.001 _docscrape.py:112(NumpyDocString)
       16    0.000    0.000    0.007    0.000 _docscrape.py:140(__init__)
      558    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
      125    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
       76    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
      268    0.000    0.000    0.001    0.000 _docscrape.py:168(_is_at_section)
       77    0.000    0.000    0.000    0.000 _docscrape.py:182(_strip)
       93    0.000    0.000    0.002    0.000 _docscrape.py:195(_read_to_next_section)
       93    0.000    0.000    0.002    0.000 _docscrape.py:206(_read_sections)
       30    0.000    0.000    0.002    0.000 _docscrape.py:218(_parse_param_list)
        1    0.000    0.000    0.000    0.000 _docscrape.py:25(Reader)
        9    0.000    0.000    0.000    0.000 _docscrape.py:276(_parse_see_also)
       24    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
       46    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
       16    0.000    0.000    0.001    0.000 _docscrape.py:349(_parse_summary)
       16    0.000    0.000    0.000    0.000 _docscrape.py:357(<listcomp>)
       16    0.000    0.000    0.005    0.000 _docscrape.py:371(_parse)
       16    0.000    0.000    0.000    0.000 _docscrape.py:376(<listcomp>)
      163    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
       83    0.000    0.000    0.000    0.000 _docscrape.py:426(_str_header)
      126    0.000    0.000    0.000    0.000 _docscrape.py:429(_str_indent)
       16    0.000    0.000    0.000    0.000 _docscrape.py:435(_str_signature)
     1893    0.000    0.000    0.000    0.000 _docscrape.py:44(__getitem__)
       16    0.000    0.000    0.000    0.000 _docscrape.py:441(_str_summary)
       16    0.000    0.000    0.000    0.000 _docscrape.py:447(_str_extended_summary)
      144    0.000    0.000    0.000    0.000 _docscrape.py:453(_str_param_list)
       64    0.000    0.000    0.000    0.000 _docscrape.py:469(_str_section)
       62    0.000    0.000    0.000    0.000 _docscrape.py:47(reset)
       16    0.000    0.000    0.000    0.000 _docscrape.py:477(_str_see_also)
       76    0.000    0.000    0.000    0.000 _docscrape.py:50(read)
       16    0.000    0.000    0.000    0.000 _docscrape.py:509(_str_index)
       16    0.000    0.000    0.001    0.000 _docscrape.py:527(__str__)
       76    0.000    0.000    0.001    0.000 _docscrape.py:553(dedent_lines)
        1    0.000    0.000    0.000    0.000 _docscrape.py:562(FunctionDoc)
       16    0.000    0.000    0.008    0.000 _docscrape.py:563(__init__)
       16    0.000    0.000    0.000    0.000 _docscrape.py:573(get_func)
      520    0.000    0.000    0.000    0.000 _docscrape.py:58(seek_next_non_empty_line)
       16    0.000    0.000    0.001    0.000 _docscrape.py:581(__str__)
        1    0.000    0.000    0.000    0.000 _docscrape.py:599(ClassDoc)
     2055    0.000    0.000    0.000    0.000 _docscrape.py:65(eof)
      328    0.001    0.000    0.001    0.000 _docscrape.py:68(read_to_condition)
      252    0.000    0.000    0.001    0.000 _docscrape.py:78(read_to_next_empty_line)
     1301    0.000    0.000    0.000    0.000 _docscrape.py:81(is_empty)
       76    0.000    0.000    0.000    0.000 _docscrape.py:86(read_to_next_unindented_line)
      333    0.000    0.000    0.000    0.000 _docscrape.py:87(is_unindented)
      643    0.000    0.000    0.000    0.000 _docscrape.py:91(peek)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:128(EnergyState)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _entropy.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:132(AxisError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:224(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:393(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fftlog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fftlog_multimethods.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _filters.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _finite_differences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fit.py:41(FitResult)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1102(BivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1200(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1227(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1331(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1430(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1542(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1626(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1769(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1954(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:625(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:71(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:742(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:884(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 _fitpack_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _flinalg_py.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _fourier.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.010    0.010 _geometric_slerp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
        1    0.000    0.000    0.001    0.001 _helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:11(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:111(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:274(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:377(SR1)
        1    0.000    0.000    0.005    0.005 _hypotests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1685(TukeyHSDResult)
        1    0.000    0.000    0.000    0.000 _hypotests.py:354(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
      618    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      614    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      618    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interface.py:507(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:574(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:606(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:634(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:663(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:690(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:740(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:755(IdentityOperator)
        1    0.000    0.000    0.003    0.003 _internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:613(_Stream)
      230    0.000    0.000    0.000    0.000 _internal.py:869(_ufunc_doc_signature_formatter)
      324    0.000    0.000    0.000    0.000 _internal.py:880(<genexpr>)
       18    0.000    0.000    0.000    0.000 _internal.py:889(<genexpr>)
       13    0.000    0.000    0.000    0.000 _internal.py:917(npy_ctypes_check)
        1    0.000    0.000    0.002    0.002 _interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1014(PPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:111(interp2d)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1478(BPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:2032(NdPPoly)
        1    0.000    0.000    0.000    0.000 _interpolate.py:385(interp1d)
        1    0.000    0.000    0.000    0.000 _interpolate.py:795(_PPolyBase)
        1    0.000    0.000    0.001    0.001 _interpolation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 _kde.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _kde.py:40(gaussian_kde)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.036    0.036 _kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:327(innernode)
        1    0.000    0.000    0.000    0.000 _kdtree.py:98(Rectangle)
        1    0.000    0.000    0.000    0.000 _ksstats.py:68(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:401(LbfgsInvHessProduct)
        1    0.000    0.000    0.001    0.001 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.004    0.004 _linprog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_doc.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _linprog_ip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.001    0.001 _mannwhitneyu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.003    0.003 _matfuncs.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _measurements.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _methods.py:55(_any)
     7313    0.002    0.000    0.013    0.000 _methods.py:61(_all)
        1    0.000    0.000    0.000    0.000 _milp.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _minimize.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.005    0.005 _morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morestats.py:2261(_ABW)
        1    0.000    0.000    0.000    0.000 _morestats.py:2267(__init__)
        1    0.000    0.000    0.000    0.000 _morestats.py:4049(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _morphology.py:31(<module>)
        1    0.000    0.000    0.001    0.001 _mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mstats_extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1036(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:115(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1259(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1417(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1523(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1680(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1742(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1854(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:203(multi_rv_generic)
       14    0.000    0.000    0.000    0.000 _multivariate.py:208(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2358(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:237(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2487(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2592(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:287(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2907(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3016(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3121(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3349(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3406(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3480(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3570(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3600(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3667(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3726(ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3756(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3832(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:384(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3979(random_correlation_frozen)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4023(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4082(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4142(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4207(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4279(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4536(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4632(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4745(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5039(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5085(random_table_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5152(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5440(random_table_frozen)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5506(_docfill)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5520(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5586(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5650(uniform_direction_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:788(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:937(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _ni_docstrings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _nonlin.py:111(_set_doc)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1137(DiagBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1251(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1314(KrylovJacobian)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1516(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1528(<listcomp>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1531(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:26(NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:310(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _nonlin.py:374(Jacobian)
        1    0.000    0.000    0.002    0.002 _nonlin.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:442(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:583(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _nonlin.py:803(BroydenFirst)
        1    0.000    0.000    0.000    0.000 _nonlin.py:917(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _nonlin.py:981(Anderson)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:175(OddsRatioResult)
        1    0.000    0.000    0.000    0.000 _odds_ratio.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:103(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1038(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1197(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1238(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:593(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:760(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:775(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:837(vode)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _onenormest.py:121(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _optimize.py:1140(_LineSearchError)
