Thu 16 May 2024 11:26:17 AM BST
Wrote profile results to run.py.prof
         3279994 function calls (3269910 primitive calls) in 1.426 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       34    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       34    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      218    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
       14    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      117    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    74/57    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       43    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       62    0.000    0.000    0.001    0.000 sre_compile.py:536(_compile_info)
      124    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       62    0.000    0.000    0.006    0.000 sre_compile.py:598(_code)
      134    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   451/62    0.002    0.000    0.005    0.000 sre_compile.py:71(_compile)
       62    0.000    0.000    0.016    0.000 sre_compile.py:759(compile)
      116    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
      476    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      986    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     3047    0.001    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
      228    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      880    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
  544/167    0.001    0.000    0.001    0.000 sre_parse.py:174(getwidth)
       63    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     3509    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
     1224    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
     2791    0.001    0.000    0.001    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       38    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      675    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      110    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      132    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      116    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
   198/62    0.000    0.000    0.009    0.000 sre_parse.py:435(_parse_sub)
   235/64    0.003    0.000    0.009    0.000 sre_parse.py:493(_parse)
       62    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      330    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      101    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       62    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       62    0.000    0.000    0.009    0.000 sre_parse.py:937(parse)
      101    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 statlib.py:5(<module>)
        1    0.000    0.000    0.245    0.245 stats.py:1(<module>)
        4    0.000    0.000    0.000    0.000 stats.py:11(rng)
        1    0.000    0.000    0.000    0.000 stats.py:17(rngs)
        2    0.000    0.000    0.000    0.000 stats.py:18(<lambda>)
        1    0.000    0.000    0.000    0.000 stats.py:19(<dictcomp>)
        8    0.000    0.000    0.000    0.000 stats.py:32(drng)
       16    0.000    0.000    0.008    0.000 stats.py:33(deco)
        1    0.000    0.000    0.001    0.001 stats.py:39(lhs)
        1    0.000    0.000    0.001    0.001 stats.py:41(<dictcomp>)
        1    0.000    0.000    0.001    0.001 stats.py:41(<listcomp>)
        1    0.000    0.000    0.000    0.000 stats.py:49(geom)
        1    0.000    0.000    0.000    0.000 stats.py:5(<module>)
        2    0.000    0.000    0.001    0.000 stats.py:53(pois)
        8    0.000    0.000    0.004    0.000 stats.py:64(unif)
        5    0.000    0.000    0.003    0.001 stats.py:68(exp)
    28123    0.023    0.000    0.023    0.000 stats.py:83(plogis)
    56246    0.045    0.000    0.045    0.000 stats.py:86(qlogis)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
       28    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
       28    0.000    0.000    0.000    0.000 stride_tricks.py:340(_broadcast_to)
       56    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
     3654    0.006    0.000    0.006    0.000 stride_tricks.py:416(_broadcast_shape)
     3654    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
     3654    0.019    0.000    0.035    0.000 stride_tricks.py:480(broadcast_arrays)
     3654    0.002    0.000    0.006    0.000 stride_tricks.py:538(<listcomp>)
    12797    0.002    0.000    0.002    0.000 stride_tricks.py:542(<genexpr>)
        7    0.000    0.000    0.000    0.000 stride_tricks.py:546(<listcomp>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1052(poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1101(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        1    0.000    0.000    0.002    0.002 subprocess.py:1552(_execute_child)
       14    0.000    0.000    0.000    0.000 subprocess.py:1634(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1708(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 subprocess.py:1726(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
        2    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.002    0.002 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(__init__)
        1    0.000    0.000    0.002    0.002 subprocess.py:452(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:638(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:688(Popen)
        1    0.000    0.000    0.002    0.002 subprocess.py:736(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:908(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:911(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:984(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:105(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:126(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:143(is_python_build)
       16    0.000    0.000    0.000    0.000 sysconfig.py:156(_subst_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:165(_extend_dict)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:173(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:186(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:195(_getuserbase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:200(joinuser)
        1    0.000    0.000    0.000    0.000 sysconfig.py:343(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:356(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 sysconfig.py:427(_init_posix)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:508(get_paths)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:520(get_path)
      3/1    0.000    0.000    0.000    0.000 sysconfig.py:528(get_config_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:611(get_config_var)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:700(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 temp.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:272(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:283(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:289(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:316(_get_default_tempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:418(gettempdir)
        1    0.000    0.000    0.000    0.000 tempfile.py:545(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:588(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:906(TemporaryDirectory)
        1    0.000    0.000    0.002    0.002 textwrap.py:1(<module>)
        1    0.000    0.000    0.002    0.002 textwrap.py:17(TextWrapper)
      100    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
       20    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       51    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       71    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:78(ThreadPool)
        1    0.000    0.000    0.000    0.000 threading.py:8(<module>)
       13    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 tnc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transport.py:118(PipeTransport)
        1    0.000    0.000    0.000    0.000 transport.py:197(SocketTransport)
        1    0.000    0.000    0.000    0.000 transport.py:263(CPipeTransport)
        1    0.000    0.000    0.000    0.000 transport.py:267(CSocketTransport)
        1    0.000    0.000    0.001    0.001 transport.py:28(<module>)
        1    0.000    0.000    0.000    0.000 transport.py:46(Transport)
        1    0.000    0.000    0.000    0.000 transport.py:80(CTransport)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:454(VertexGroup)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 triangulation.py:507(Cell)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 triangulation.py:533(Vertex)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 tunnel.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tunnel.py:44(TunnelException)
        1    0.000    0.000    0.000    0.000 tunnel.py:48(Tunnel)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
        8    0.000    0.000    0.000    0.000 types.py:100(prepare_class)
        8    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
       63    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        8    0.000    0.000    0.000    0.000 types.py:69(new_class)
        8    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing.py:1149(cast)
       62    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
        2    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        5    0.000    0.000    0.000    0.000 typing.py:153(_type_repr)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
       74    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
       11    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        6    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        8    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
       13    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
    43/36    0.000    0.000    0.001    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
       32    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:332(__repr__)
    20/13    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
       42    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
      503    0.000    0.000    0.000    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
       69    0.000    0.000    0.001    0.000 typing.py:659(__init__)
      171    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:677(__getitem__)
       13    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:689(copy_with)
      7/6    0.000    0.000    0.000    0.000 typing.py:693(__repr__)
        3    0.000    0.000    0.000    0.000 typing.py:701(<listcomp>)
       38    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
    36/32    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
      503    0.000    0.000    0.001    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
        6    0.000    0.000    0.000    0.000 typing.py:802(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:818(__getitem_inner__)
        7    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.001    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        3    0.000    0.000    0.007    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1351(_Dummy)
       21    0.000    0.000    0.000    0.000 utils.py:138(__init__)
       21    0.000    0.000    0.001    0.000 utils.py:143(__call__)
       20    0.000    0.000    0.000    0.000 utils.py:194(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:1984(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:2026(clear_and_catch_warnings)
       21    0.000    0.000    0.001    0.000 utils.py:208(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:2092(suppress_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:2585(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 utils.py:43(KnownFailureException)
        1    0.000    0.000    0.002    0.002 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 vode.py:4(<module>)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 weakref.py:1(<module>)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 weakref.py:311(KeyedRef)
        1    0.000    0.000    0.000    0.000 weakref.py:332(WeakKeyDictionary)
        3    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:36(WeakMethod)
        2    0.000    0.000    0.000    0.000 weakref.py:463(popitem)
        1    0.000    0.000    0.000    0.000 weakref.py:489(finalize)
        1    0.000    0.000    0.000    0.000 weakref.py:514(_Info)
        1    0.000    0.000    0.000    0.000 weakref.py:90(WeakValueDictionary)
        1    0.000    0.000    0.000    0.000 worker.py:8(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:5(<module>)
     1500    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x902780}
       60    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    50/27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      574    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     4427    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
